ProductID,ProductName,SupplierID,CategoryID,UnitPrice,UnitsInStock,UnitsOnOrder,Sales by Category.CategoryName,Sales by Category.ProductSales,OrderID,Order Details.1.ProductID,Quantity,Categories.CategoryID,Categories.CategoryName,Omzet,OrderDate
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",11025.0,1.0,10.0,1.0,Beverages,XDR180.00,1998-04-15
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",11025.0,1.0,10.0,1.0,Beverages,XDR180.00,1998-04-15
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",11025.0,1.0,10.0,1.0,Beverages,XDR180.00,1998-04-15
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",11031.0,1.0,45.0,1.0,Beverages,XDR810.00,1998-04-17
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",11031.0,1.0,45.0,1.0,Beverages,XDR810.00,1998-04-17
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",11031.0,1.0,45.0,1.0,Beverages,XDR810.00,1998-04-17
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",11031.0,1.0,45.0,1.0,Beverages,XDR810.00,1998-04-17
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",11035.0,1.0,10.0,1.0,Beverages,XDR180.00,1998-04-20
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",11035.0,1.0,10.0,1.0,Beverages,XDR180.00,1998-04-20
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",11035.0,1.0,10.0,1.0,Beverages,XDR180.00,1998-04-20
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",11035.0,1.0,10.0,1.0,Beverages,XDR180.00,1998-04-20
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",11047.0,1.0,25.0,1.0,Beverages,XDR450.00,1998-04-24
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",11047.0,1.0,25.0,1.0,Beverages,XDR450.00,1998-04-24
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",11047.0,1.0,25.0,1.0,Beverages,XDR450.00,1998-04-24
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",11047.0,1.0,25.0,1.0,Beverages,XDR450.00,1998-04-24
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",11070.0,1.0,40.0,1.0,Beverages,XDR720.00,1998-05-05
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",11070.0,1.0,40.0,1.0,Beverages,XDR720.00,1998-05-05
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",11070.0,1.0,40.0,1.0,Beverages,XDR720.00,1998-05-05
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",11070.0,1.0,40.0,1.0,Beverages,XDR720.00,1998-05-05
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10530.0,76.0,50.0,1.0,Beverages,XDR900.00,1997-05-08
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10530.0,76.0,50.0,1.0,Beverages,XDR900.00,1997-05-08
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10530.0,76.0,50.0,1.0,Beverages,XDR900.00,1997-05-08
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10530.0,76.0,50.0,1.0,Beverages,XDR900.00,1997-05-08
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10566.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-06-12
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10566.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-06-12
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10566.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-06-12
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10566.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-06-12
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10569.0,76.0,30.0,1.0,Beverages,XDR540.00,1997-06-16
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10569.0,76.0,30.0,1.0,Beverages,XDR540.00,1997-06-16
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10569.0,76.0,30.0,1.0,Beverages,XDR540.00,1997-06-16
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10569.0,76.0,30.0,1.0,Beverages,XDR540.00,1997-06-16
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10575.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-06-20
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10575.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-06-20
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10575.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-06-20
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10575.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-06-20
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10582.0,76.0,14.0,1.0,Beverages,XDR252.00,1997-06-27
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10582.0,76.0,14.0,1.0,Beverages,XDR252.00,1997-06-27
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10582.0,76.0,14.0,1.0,Beverages,XDR252.00,1997-06-27
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10582.0,76.0,14.0,1.0,Beverages,XDR252.00,1997-06-27
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10593.0,76.0,4.0,1.0,Beverages,XDR72.00,1997-07-09
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10593.0,76.0,4.0,1.0,Beverages,XDR72.00,1997-07-09
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10593.0,76.0,4.0,1.0,Beverages,XDR72.00,1997-07-09
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10593.0,76.0,4.0,1.0,Beverages,XDR72.00,1997-07-09
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10604.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-07-18
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10604.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-07-18
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10604.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-07-18
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10604.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-07-18
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10612.0,76.0,80.0,1.0,Beverages,"XDR1,440.00",1997-07-28
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10612.0,76.0,80.0,1.0,Beverages,"XDR1,440.00",1997-07-28
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10612.0,76.0,80.0,1.0,Beverages,"XDR1,440.00",1997-07-28
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10612.0,76.0,80.0,1.0,Beverages,"XDR1,440.00",1997-07-28
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10630.0,76.0,35.0,1.0,Beverages,XDR630.00,1997-08-13
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10630.0,76.0,35.0,1.0,Beverages,XDR630.00,1997-08-13
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10630.0,76.0,35.0,1.0,Beverages,XDR630.00,1997-08-13
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10630.0,76.0,35.0,1.0,Beverages,XDR630.00,1997-08-13
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10665.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-09-11
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10665.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-09-11
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10665.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-09-11
76.0,Lakkalikööri,23.0,1.0,XDR18.00,57.0,0.0,Beverages,"XDR7,379.10",10665.0,76.0,10.0,1.0,Beverages,XDR180.00,1997-09-11
1.0,Chai,1.0,1.0,XDR18.00,39.0,0.0,Beverages,"XDR4,887.00",10701.0,76.0,35.0,1.0,Beverages,XDR630.00,1997-10-13
35.0,Steeleye Stout,16.0,1.0,XDR18.00,20.0,0.0,Beverages,"XDR5,274.90",10701.0,76.0,35.0,1.0,Beverages,XDR630.00,1997-10-13
39.0,Chartreuse verte,18.0,1.0,XDR18.00,69.0,0.0,Beverages,"XDR4,475.70",10701.0,76.0,35.0,1.0,Beverages,XDR630.00,1997-10-13
