ProductID,ProductName,SupplierID,CategoryID,UnitPrice,UnitsInStock,UnitsOnOrder,Sales by Category.CategoryName,Sales by Category.ProductSales,OrderID,Order Details.1.ProductID,Quantity,Categories.CategoryID,Categories.CategoryName,Omzet,OrderDate
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10869,1,40,1,Beverages,XDR720.00,04/02/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10869,1,40,1,Beverages,XDR720.00,04/02/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10869,1,40,1,Beverages,XDR720.00,04/02/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10869,1,40,1,Beverages,XDR720.00,04/02/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10905,1,20,1,Beverages,XDR360.00,24/02/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10905,1,20,1,Beverages,XDR360.00,24/02/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10905,1,20,1,Beverages,XDR360.00,24/02/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10905,1,20,1,Beverages,XDR360.00,24/02/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10911,1,10,1,Beverages,XDR180.00,26/02/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10911,1,10,1,Beverages,XDR180.00,26/02/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10911,1,10,1,Beverages,XDR180.00,26/02/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10911,1,10,1,Beverages,XDR180.00,26/02/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10918,1,60,1,Beverages,"XDR1,080.00",02/03/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10918,1,60,1,Beverages,"XDR1,080.00",02/03/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10918,1,60,1,Beverages,"XDR1,080.00",02/03/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10918,1,60,1,Beverages,"XDR1,080.00",02/03/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10935,1,21,1,Beverages,XDR378.00,09/03/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10935,1,21,1,Beverages,XDR378.00,09/03/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10935,1,21,1,Beverages,XDR378.00,09/03/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10935,1,21,1,Beverages,XDR378.00,09/03/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",11003,1,4,1,Beverages,XDR72.00,06/04/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",11003,1,4,1,Beverages,XDR72.00,06/04/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",11003,1,4,1,Beverages,XDR72.00,06/04/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",11003,1,4,1,Beverages,XDR72.00,06/04/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",11005,1,2,1,Beverages,XDR36.00,07/04/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",11005,1,2,1,Beverages,XDR36.00,07/04/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",11005,1,2,1,Beverages,XDR36.00,07/04/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",11005,1,2,1,Beverages,XDR36.00,07/04/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",11006,1,8,1,Beverages,XDR144.00,07/04/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",11006,1,8,1,Beverages,XDR144.00,07/04/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",11006,1,8,1,Beverages,XDR144.00,07/04/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",11006,1,8,1,Beverages,XDR144.00,07/04/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",11025,1,10,1,Beverages,XDR180.00,15/04/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",11025,1,10,1,Beverages,XDR180.00,15/04/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",11025,1,10,1,Beverages,XDR180.00,15/04/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",11025,1,10,1,Beverages,XDR180.00,15/04/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",11031,1,45,1,Beverages,XDR810.00,17/04/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",11031,1,45,1,Beverages,XDR810.00,17/04/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",11031,1,45,1,Beverages,XDR810.00,17/04/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",11031,1,45,1,Beverages,XDR810.00,17/04/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",11035,1,10,1,Beverages,XDR180.00,20/04/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",11035,1,10,1,Beverages,XDR180.00,20/04/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",11035,1,10,1,Beverages,XDR180.00,20/04/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",11035,1,10,1,Beverages,XDR180.00,20/04/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",11047,1,25,1,Beverages,XDR450.00,24/04/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",11047,1,25,1,Beverages,XDR450.00,24/04/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",11047,1,25,1,Beverages,XDR450.00,24/04/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",11047,1,25,1,Beverages,XDR450.00,24/04/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",11070,1,40,1,Beverages,XDR720.00,05/05/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",11070,1,40,1,Beverages,XDR720.00,05/05/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",11070,1,40,1,Beverages,XDR720.00,05/05/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",11070,1,40,1,Beverages,XDR720.00,05/05/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10530,76,50,1,Beverages,XDR900.00,08/05/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10530,76,50,1,Beverages,XDR900.00,08/05/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10530,76,50,1,Beverages,XDR900.00,08/05/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10530,76,50,1,Beverages,XDR900.00,08/05/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10566,76,10,1,Beverages,XDR180.00,12/06/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10566,76,10,1,Beverages,XDR180.00,12/06/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10566,76,10,1,Beverages,XDR180.00,12/06/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10566,76,10,1,Beverages,XDR180.00,12/06/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10569,76,30,1,Beverages,XDR540.00,16/06/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10569,76,30,1,Beverages,XDR540.00,16/06/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10569,76,30,1,Beverages,XDR540.00,16/06/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10569,76,30,1,Beverages,XDR540.00,16/06/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10575,76,10,1,Beverages,XDR180.00,20/06/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10575,76,10,1,Beverages,XDR180.00,20/06/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10575,76,10,1,Beverages,XDR180.00,20/06/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10575,76,10,1,Beverages,XDR180.00,20/06/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10582,76,14,1,Beverages,XDR252.00,27/06/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10582,76,14,1,Beverages,XDR252.00,27/06/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10582,76,14,1,Beverages,XDR252.00,27/06/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10582,76,14,1,Beverages,XDR252.00,27/06/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10593,76,4,1,Beverages,XDR72.00,09/07/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10593,76,4,1,Beverages,XDR72.00,09/07/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10593,76,4,1,Beverages,XDR72.00,09/07/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10593,76,4,1,Beverages,XDR72.00,09/07/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10604,76,10,1,Beverages,XDR180.00,18/07/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10604,76,10,1,Beverages,XDR180.00,18/07/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10604,76,10,1,Beverages,XDR180.00,18/07/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10604,76,10,1,Beverages,XDR180.00,18/07/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10612,76,80,1,Beverages,"XDR1,440.00",28/07/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10612,76,80,1,Beverages,"XDR1,440.00",28/07/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10612,76,80,1,Beverages,"XDR1,440.00",28/07/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10612,76,80,1,Beverages,"XDR1,440.00",28/07/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10630,76,35,1,Beverages,XDR630.00,13/08/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10630,76,35,1,Beverages,XDR630.00,13/08/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10630,76,35,1,Beverages,XDR630.00,13/08/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10630,76,35,1,Beverages,XDR630.00,13/08/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10665,76,10,1,Beverages,XDR180.00,11/09/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10665,76,10,1,Beverages,XDR180.00,11/09/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10665,76,10,1,Beverages,XDR180.00,11/09/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10665,76,10,1,Beverages,XDR180.00,11/09/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10701,76,35,1,Beverages,XDR630.00,13/10/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10701,76,35,1,Beverages,XDR630.00,13/10/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10701,76,35,1,Beverages,XDR630.00,13/10/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10701,76,35,1,Beverages,XDR630.00,13/10/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10702,76,15,1,Beverages,XDR270.00,13/10/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10702,76,15,1,Beverages,XDR270.00,13/10/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10702,76,15,1,Beverages,XDR270.00,13/10/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10702,76,15,1,Beverages,XDR270.00,13/10/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10732,76,20,1,Beverages,XDR360.00,06/11/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10732,76,20,1,Beverages,XDR360.00,06/11/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10732,76,20,1,Beverages,XDR360.00,06/11/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10732,76,20,1,Beverages,XDR360.00,06/11/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10734,76,20,1,Beverages,XDR360.00,07/11/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10734,76,20,1,Beverages,XDR360.00,07/11/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10734,76,20,1,Beverages,XDR360.00,07/11/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10734,76,20,1,Beverages,XDR360.00,07/11/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10749,76,10,1,Beverages,XDR180.00,20/11/1997
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10749,76,10,1,Beverages,XDR180.00,20/11/1997
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10749,76,10,1,Beverages,XDR180.00,20/11/1997
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10749,76,10,1,Beverages,XDR180.00,20/11/1997
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10808,76,50,1,Beverages,XDR900.00,01/01/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10808,76,50,1,Beverages,XDR900.00,01/01/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10808,76,50,1,Beverages,XDR900.00,01/01/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10808,76,50,1,Beverages,XDR900.00,01/01/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10837,76,21,1,Beverages,XDR378.00,16/01/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10837,76,21,1,Beverages,XDR378.00,16/01/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10837,76,21,1,Beverages,XDR378.00,16/01/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10837,76,21,1,Beverages,XDR378.00,16/01/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10860,76,20,1,Beverages,XDR360.00,29/01/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10860,76,20,1,Beverages,XDR360.00,29/01/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10860,76,20,1,Beverages,XDR360.00,29/01/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10860,76,20,1,Beverages,XDR360.00,29/01/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10879,76,10,1,Beverages,XDR180.00,10/02/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10879,76,10,1,Beverages,XDR180.00,10/02/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10879,76,10,1,Beverages,XDR180.00,10/02/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10879,76,10,1,Beverages,XDR180.00,10/02/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10927,76,20,1,Beverages,XDR360.00,05/03/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10927,76,20,1,Beverages,XDR360.00,05/03/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10927,76,20,1,Beverages,XDR360.00,05/03/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10927,76,20,1,Beverages,XDR360.00,05/03/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10928,76,5,1,Beverages,XDR90.00,05/03/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10928,76,5,1,Beverages,XDR90.00,05/03/1998
39,Chartreuse verte,18,1,XDR18.00,69,0,Beverages,"XDR4,475.70",10928,76,5,1,Beverages,XDR90.00,05/03/1998
76,Lakkalikööri,23,1,XDR18.00,57,0,Beverages,"XDR7,379.10",10928,76,5,1,Beverages,XDR90.00,05/03/1998
1,Chai,1,1,XDR18.00,39,0,Beverages,"XDR4,887.00",10961,76,60,1,Beverages,"XDR1,080.00",19/03/1998
35,Steeleye Stout,16,1,XDR18.00,20,0,Beverages,"XDR5,274.90",10961,76,60,1,Beverages,"XDR1,080.00",19/03/1998
