ProductID,ProductName,SupplierID,CategoryID,UnitPrice,UnitsInStock,UnitsOnOrder,Sales by Category.CategoryName,Sales by Category.ProductSales,Order Details.1.OrderID,Order Details.1.ProductID,Order Details.1.Quantity,Categories.CategoryID,Categories.CategoryName
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10935,1,21,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10935,1,21,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11003,1,4,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11003,1,4,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11003,1,4,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11003,1,4,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11005,1,2,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11005,1,2,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11005,1,2,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11005,1,2,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11006,1,8,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11006,1,8,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11006,1,8,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11006,1,8,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11025,1,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11025,1,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11025,1,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11025,1,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11031,1,45,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11031,1,45,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11031,1,45,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11031,1,45,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11035,1,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11035,1,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11035,1,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11035,1,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11047,1,25,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11047,1,25,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11047,1,25,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11047,1,25,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11070,1,40,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11070,1,40,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11070,1,40,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11070,1,40,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10530,76,50,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10530,76,50,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10530,76,50,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10530,76,50,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10566,76,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10566,76,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10566,76,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10566,76,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10569,76,30,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10569,76,30,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10569,76,30,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10569,76,30,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10575,76,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10575,76,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10575,76,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10575,76,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10582,76,14,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10582,76,14,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10582,76,14,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10582,76,14,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10593,76,4,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10593,76,4,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10593,76,4,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10593,76,4,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10604,76,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10604,76,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10604,76,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10604,76,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10612,76,80,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10612,76,80,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10612,76,80,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10612,76,80,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10630,76,35,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10630,76,35,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10630,76,35,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10630,76,35,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10665,76,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10665,76,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10665,76,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10665,76,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10701,76,35,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10701,76,35,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10701,76,35,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10701,76,35,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10702,76,15,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10702,76,15,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10702,76,15,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10702,76,15,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10732,76,20,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10732,76,20,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10732,76,20,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10732,76,20,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10734,76,20,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10734,76,20,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10734,76,20,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10734,76,20,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10749,76,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10749,76,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10749,76,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10749,76,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10808,76,50,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10808,76,50,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10808,76,50,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10808,76,50,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10837,76,21,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10837,76,21,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10837,76,21,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10837,76,21,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10860,76,20,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10860,76,20,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10860,76,20,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10860,76,20,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10879,76,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10879,76,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10879,76,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10879,76,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10927,76,20,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10927,76,20,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10927,76,20,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10927,76,20,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10928,76,5,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10928,76,5,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10928,76,5,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10928,76,5,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10961,76,60,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10961,76,60,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10961,76,60,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10961,76,60,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10962,76,44,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10962,76,44,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10962,76,44,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10962,76,44,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10986,76,10,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10986,76,10,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10986,76,10,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10986,76,10,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10991,76,90,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10991,76,90,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10991,76,90,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10991,76,90,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11004,76,6,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11004,76,6,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11004,76,6,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11004,76,6,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11050,76,50,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11050,76,50,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11050,76,50,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11050,76,50,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11075,76,2,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11075,76,2,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11075,76,2,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11075,76,2,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10521,35,3,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10521,35,3,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10521,35,3,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10521,35,3,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10546,35,30,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10546,35,30,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10546,35,30,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10546,35,30,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10551,35,20,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10551,35,20,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10551,35,20,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10551,35,20,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10553,35,6,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10553,35,6,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10553,35,6,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10553,35,6,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10578,35,20,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10578,35,20,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10578,35,20,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10578,35,20,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10587,35,20,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10587,35,20,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10587,35,20,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10587,35,20,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10589,35,4,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10589,35,4,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10589,35,4,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10589,35,4,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10595,35,30,1,Beverages
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10595,35,30,1,Beverages
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10595,35,30,1,Beverages
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10595,35,30,1,Beverages
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10623,35,30,1,Beverages
