ProductID,ProductName,SupplierID,CategoryID,UnitPrice,UnitsInStock,UnitsOnOrder,Sales by Category.CategoryName,Sales by Category.ProductSales,Order Details.1.OrderID,Order Details.1.ProductID,Order Details.1.Quantity,Categories.CategoryID,Categories.CategoryName,Omzet
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10582,76,14,1,Beverages,XDR252.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10593,76,4,1,Beverages,XDR72.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10593,76,4,1,Beverages,XDR72.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10593,76,4,1,Beverages,XDR72.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10593,76,4,1,Beverages,XDR72.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10604,76,10,1,Beverages,XDR180.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10604,76,10,1,Beverages,XDR180.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10604,76,10,1,Beverages,XDR180.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10604,76,10,1,Beverages,XDR180.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10612,76,80,1,Beverages,"XDR1,440."
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10612,76,80,1,Beverages,"XDR1,440."
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10612,76,80,1,Beverages,"XDR1,440."
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10612,76,80,1,Beverages,"XDR1,440."
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10630,76,35,1,Beverages,XDR630.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10630,76,35,1,Beverages,XDR630.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10630,76,35,1,Beverages,XDR630.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10630,76,35,1,Beverages,XDR630.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10665,76,10,1,Beverages,XDR180.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10665,76,10,1,Beverages,XDR180.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10665,76,10,1,Beverages,XDR180.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10665,76,10,1,Beverages,XDR180.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10701,76,35,1,Beverages,XDR630.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10701,76,35,1,Beverages,XDR630.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10701,76,35,1,Beverages,XDR630.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10701,76,35,1,Beverages,XDR630.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10702,76,15,1,Beverages,XDR270.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10702,76,15,1,Beverages,XDR270.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10702,76,15,1,Beverages,XDR270.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10702,76,15,1,Beverages,XDR270.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10732,76,20,1,Beverages,XDR360.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10732,76,20,1,Beverages,XDR360.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10732,76,20,1,Beverages,XDR360.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10732,76,20,1,Beverages,XDR360.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10734,76,20,1,Beverages,XDR360.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10734,76,20,1,Beverages,XDR360.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10734,76,20,1,Beverages,XDR360.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10734,76,20,1,Beverages,XDR360.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10749,76,10,1,Beverages,XDR180.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10749,76,10,1,Beverages,XDR180.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10749,76,10,1,Beverages,XDR180.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10749,76,10,1,Beverages,XDR180.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10808,76,50,1,Beverages,XDR900.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10808,76,50,1,Beverages,XDR900.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10808,76,50,1,Beverages,XDR900.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10808,76,50,1,Beverages,XDR900.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10837,76,21,1,Beverages,XDR378.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10837,76,21,1,Beverages,XDR378.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10837,76,21,1,Beverages,XDR378.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10837,76,21,1,Beverages,XDR378.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10860,76,20,1,Beverages,XDR360.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10860,76,20,1,Beverages,XDR360.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10860,76,20,1,Beverages,XDR360.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10860,76,20,1,Beverages,XDR360.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10879,76,10,1,Beverages,XDR180.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10879,76,10,1,Beverages,XDR180.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10879,76,10,1,Beverages,XDR180.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10879,76,10,1,Beverages,XDR180.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10927,76,20,1,Beverages,XDR360.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10927,76,20,1,Beverages,XDR360.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10927,76,20,1,Beverages,XDR360.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10927,76,20,1,Beverages,XDR360.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10928,76,5,1,Beverages,XDR90.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10928,76,5,1,Beverages,XDR90.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10928,76,5,1,Beverages,XDR90.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10928,76,5,1,Beverages,XDR90.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10961,76,60,1,Beverages,"XDR1,080."
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10961,76,60,1,Beverages,"XDR1,080."
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10961,76,60,1,Beverages,"XDR1,080."
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10961,76,60,1,Beverages,"XDR1,080."
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10962,76,44,1,Beverages,XDR792.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10962,76,44,1,Beverages,XDR792.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10962,76,44,1,Beverages,XDR792.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10962,76,44,1,Beverages,XDR792.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10986,76,10,1,Beverages,XDR180.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10986,76,10,1,Beverages,XDR180.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10986,76,10,1,Beverages,XDR180.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10986,76,10,1,Beverages,XDR180.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10991,76,90,1,Beverages,"XDR1,620."
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10991,76,90,1,Beverages,"XDR1,620."
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10991,76,90,1,Beverages,"XDR1,620."
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10991,76,90,1,Beverages,"XDR1,620."
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11004,76,6,1,Beverages,XDR108.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11004,76,6,1,Beverages,XDR108.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11004,76,6,1,Beverages,XDR108.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11004,76,6,1,Beverages,XDR108.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11050,76,50,1,Beverages,XDR900.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11050,76,50,1,Beverages,XDR900.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11050,76,50,1,Beverages,XDR900.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11050,76,50,1,Beverages,XDR900.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",11075,76,2,1,Beverages,XDR36.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",11075,76,2,1,Beverages,XDR36.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",11075,76,2,1,Beverages,XDR36.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",11075,76,2,1,Beverages,XDR36.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10521,35,3,1,Beverages,XDR54.
35,Steeleye Stout,16,1,XDR18.,20,0,Beverages,"XDR5,274.9",10521,35,3,1,Beverages,XDR54.
39,Chartreuse verte,18,1,XDR18.,69,0,Beverages,"XDR4,475.7",10521,35,3,1,Beverages,XDR54.
76,Lakkalikööri,23,1,XDR18.,57,0,Beverages,"XDR7,379.1",10521,35,3,1,Beverages,XDR54.
1,Chai,1,1,XDR18.,39,0,Beverages,"XDR4,887.",10546,35,30,1,Beverages,XDR540.
